smiles	fraction_unbound
Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)c4ccc(CN5C=CC=NC5=O)cc4Cl	22.5
Nc1ncnc2OCCN(C(=O)c12)c3ccc(c(F)c3)c4c(F)cccc4F	4
CON(C)C(=O)\C=C\C=C(/C)\[C@@H]1C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc(O)c2)C(=O)N3CCCC(N3)C(=O)O1	27
CC[C@H]1C[C@H](C)[C@@]2(NC1=O)O[C@@H](C[C@H](O)[C@@H](C)CC\C=C\C=C(/C)\[C@@H]3C\C=C\C=C\[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(=O)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc4cccc(O)c4)C(=O)N5CCCC(N5)C(=O)O3)[C@H](C)[C@H](O)[C@@H]2C	99
CC(C)[C@@H]1NC(=O)[C@H](CCC(=O)C)[C@H](O)[C@@H](C)[C@@H](O)\C=C\C=C\C[C@H](OC(=O)C2CCCN(N2)C(=O)[C@H](Cc3cccc(O)c3)NC1=O)\C(=C\C=C\C(=O)N4CCCCO4)\C	72
CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C	99
CSc1nc(ccc1C(=O)NC23CC4CC(CC(C4)C2)C3)N5C[C@@H]6[C@H](C5)[C@H]6C(=O)O	1.1
COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2)c6cccnc6C	30
COc1cccc(c1)n2cc3N=C(N(C[C@H]4CCCN(C4)C(C)C)C(=O)c3n2)c5cccnc5C	63
OC(=O)C(F)(F)F.Fc1ccc(cc1)c2cc([nH]n2)C3(CCN(CCc4ccccc4)CC3)c5ccccc5	7
OC(=O)C(F)(F)F.Clc1ccc(cc1)c2cc([nH]n2)C3(CCN(CCc4ccccc4)CC3)c5ccccc5	3
Cc1ccccc1[C@@H]2C[C@@H](CC[C@H]2C(=O)N3CC(C3)(c4ccccc4)c5ccccc5)N6CCOCC6.OC(=O)C(F)(F)F	2
OC(=O)C(F)(F)F.Fc1ccc(cc1)[C@@H]2CN(CCc3ccccc3)CC[C@H]2c4cc(n[nH]4)c5ccc(Cl)cc5	3
OC(=O)C(F)(F)F.Fc1ccc(cc1)[C@@H]2CN(Cc3ccc(Cl)cc3)CC[C@H]2c4cc(n[nH]4)c5ccc(Cl)cc5	1
Cn1nc(cc1C2(CCN(CCc3ccccc3)CC2)c4ccccc4)c5ccc(F)cc5.OC(=O)C(F)(F)F	1
Cn1nc(cc1C2(CCN(CCc3ccccc3)CC2)c4ccccn4)c5ccc(F)cc5.OC(=O)C(F)(F)F	1
Cc1ccccc1[C@@H]2C[C@@H](CC[C@H]2C(=O)N3CC(C3)(c4ccccc4)c5ccccc5)NCc6ccc(Cl)cc6.OC(=O)C(F)(F)F	1
CCc1cc(nc(N)n1)N2CC[C@H](C2)NC	26
CC(C)c1cc(nc(N)n1)N2CC[C@@H](N)C2	81
CC(CC(=O)Nc1c(C)cccc1C)NCc2ccccc2	4.74
CC(CC(=O)Nc1c(C)cccc1C)NCc2cccc3ccccc23	3.3
CC(N)C(=O)Nc1c(C)cccc1C	74.58
Cc1cccc(C)c1NC(=O)C2CCN(Cc3ccccc3)C2	2.84
Cc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)nc1C	15.4
Cc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)n1	9.6
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)Cc4ccccc4	66
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccccc4OC)C[C@H]3N2C1=O	34
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CC(C)c4ccccc4)C[C@H]3N2C1=O	18
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccc(cc4)C(F)(F)F)C[C@H]3N2C1=O	18
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4cccc(C)c4)C[C@H]3N2C1=O	47
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccc(cc4)[N+](=O)[O-])C[C@H]3N2C1=O	47
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)C(COCC#C)c4ccccc4	14
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)c4ccccc4	70
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)C(COCC#C)c4ccccc4	17
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccccc4)C[C@H]3N2C1=O	51
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)S(=O)(=O)c4ccccc4	20
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccc(Br)cc4)C[C@H]3N2C1=O	17
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(c4ccccc4)c5ccccc5	4.9
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)Oc4ccccc4	51
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)C(OCC#CC#CCOC(C(=O)N4CC[C@@H]5C[C@@H]6CCC[C@H](NC(=O)[C@H](C)NC)C(=O)N6[C@@H]5C4)c7ccccc7)c8ccccc8	10
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccc(F)cc4)C[C@H]3N2C1=O	48
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)Nc4ccccc4	62
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccccc4C)C[C@H]3N2C1=O	48
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccc(Cl)cc4)C[C@H]3N2C1=O	24
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)C(c4ccccc4)c5ccccc5	3.9
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccc(OC)cc4)C[C@H]3N2C1=O	47
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(Cc4ccccc4)C[C@H]3N2C1=O	52
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccc(C)cc4)C[C@H]3N2C1=O	32
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccccc4F)C[C@H]3N2C1=O	49
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)OCc4ccccc4	42
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N2CC[C@H]3CCN(CCc4ccccc4)C[C@@H]23	5.7
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccc(Cl)c(Cl)c4)C[C@H]3N2C1=O	6.5
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCCc4ccccc4)C[C@H]3N2C1=O	47
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4cccc(OC)c4)C[C@H]3N2C1=O	47
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCC4CCCCC4)C[C@H]3N2C1=O	49
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)C(=O)C(OCC#CC#CCOC(C(=O)N4CC[C@@H]5C[C@@H]6CCC[C@H](NC(=O)[C@H](C)NC)C(=O)N6[C@@H]5C4)c7ccccc7)c8ccccc8	5.1
CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(C[C@H]3N2C1=O)S(=O)(=O)Cc4ccccc4	40
Cc1ccc(cc1CNCC2=Cc3c(NC2=O)n(nc3C4CC4)c5ccccc5)C(F)(F)F	1
Cc1ccc(cc1CNCC2=Cc3c(C)nn(c3NC2=O)c4ccccc4)C(F)(F)F	1
FC(F)(F)c1cccc(CNCC2=Cc3c(NC2=O)n(nc3C4CC4)c5ccccc5)n1	1.1
FC(F)(F)c1cccc(CNCC2=Cc3c(NC2=O)n(nc3C4CC4)c5ccccc5)c1	1
CC(C)c1nn(c2NC(=O)C(=Cc12)CNCc3cc(ccc3C)C(F)(F)F)c4ccccc4	1
Cc1ccc(nc1CNCC2=Cc3c(NC2=O)n(nc3C4CC4)c5ccccc5)C(F)(F)F	1
C[C@@H](CNc1cccc2c1cnn2c3ccc(F)nc3)NS(=O)(=O)c4c(C)nn(C5CCCC5)c4C	0.005
C[C@@H](CNc1cccc2c1cnn2c3ccc(F)cc3)NS(=O)(=O)c4c(C)cc(C)cc4C	0.003
CCN1N=C2N(N(Cc3ccc(nc3C)C(F)(F)F)C(=O)C(=C2c4ccc(Cl)cc4)c5cnc(C)nc5)C1=O	7
C[C@@H]1CN(Cc2ccc(c(CN3CCOCC3)c2)c4cccc(Oc5ncc(F)cc5C(=O)N[C@@H]6CC[C@@H](CC6)NC(=O)c7cc(C)ccc7O)c4)C[C@H](C)N1	1.3
C[C@@H]1CN(Cc2ccc(cc2)c3cccc(Oc4ncc(F)cc4C(=O)N[C@@H]5CC[C@@H](CC5)NC(=O)c6cc7ccccn7n6)c3)C[C@H](C)N1	4.5
Cc1ccc(O)c(c1)C(=O)N[C@@H]2CC[C@@H](CC2)NC(=O)c3cc(F)cnc3Oc4ccc(F)c(F)c4	0.17
C[C@@H]1CN(Cc2ccc(c(CN3CCOCC3)c2)c4cccc(Oc5ncc(F)cc5C(=O)N[C@@H]6CC[C@@H](CC6)NC(=O)c7nc(C)cs7)c4)C[C@H](C)N1	4.5
Cc1cccc2nc(cn12)C(=O)N[C@@H]3CC[C@@H](CC3)NC(=O)c4cc(F)cnc4Oc5cccc(c5)c6ccc(CN7CCC(CC7)N8CCCC8)cc6	2
COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c4cccc(c4)C(=O)N(C)C)C(=O)N)c1	1.5
C[C@@H]1CN(Cc2ccc(cc2)c3cccc(Oc4ncc(F)cc4C(=O)N[C@@H]5CC[C@@H](CC5)NC(=O)c6cn7c(C)cccc7n6)c3)C[C@H](C)N1	1.2
C[C@@H]1CN(Cc2cccc(c2O)c3cccc(Oc4ncc(F)cc4C(=O)N[C@@H]5CC[C@@H](CC5)NC(=O)c6cc(C)n(C)n6)c3)C[C@H](C)N1	9.1
C[C@@H]1CN(Cc2cc(O)cc(c2)c3cccc(Oc4ncc(F)cc4C(=O)N[C@@H]5CC[C@@H](CC5)NC(=O)c6cc(C)n(C)n6)c3)C[C@H](C)N1	35
C[C@@H]1CN(Cc2cc(ccc2O)c3cccc(Oc4ncc(F)cc4C(=O)N[C@@H]5CC[C@@H](CC5)NC(=O)c6cc(C)n(C)n6)c3)C[C@H](C)N1	16
C[C@@H]1CN(Cc2ccc(cc2O)c3cccc(Oc4ncc(F)cc4C(=O)N[C@@H]5CC[C@@H](CC5)NC(=O)c6cc(C)n(C)n6)c3)C[C@H](C)N1	12
C[C@@H]1CN(CCCc2ccc(cc2)c3cccc(Oc4ncc(F)cc4C(=O)N[C@@H]5CC[C@@H](CC5)NC(=O)c6cc(C)n(C)n6)c3)C[C@H](C)N1	4.5
Cc1cc(nn1C)C(=O)N[C@@H]2CC[C@@H](CC2)NC(=O)c3cc(F)cnc3Oc4cccc(c4)c5ccc(CCN6CCC(CC6)N7CCCC7)cc5	4.2
C[C@@H]1CN(Cc2cccc(c2)c3cccc(Oc4ncc(F)cc4C(=O)N[C@@H]5CC[C@@H](CC5)NC(=O)c6cc(C)n(C)n6)c3)C[C@H](C)N1	18
Cc1cc(nn1C)C(=O)N[C@@H]2CC[C@@H](CC2)NC(=O)c3cc(F)cnc3Oc4cccc(c4)c5ccc(O)cc5CN6CCOCC6	5.6
C[C@@H]1CN(Cc2ccc(cc2)c3cccc(Oc4ncc(F)cc4C(=O)N[C@@H]5CC[C@@H](CC5)NC(=O)c6cc(C)n(C)n6)c3)C[C@H](C)N1	11
COCCOc1ccc(c(C)c1)c2ccc(COc3ncccc3C(=O)N)nc2	4.2
CC(Oc1ccc2nc(N)n(CC(O)c3ccc(cc3Cl)C(F)(F)F)c2n1)C(F)(F)F	1
Nc1nc2cccnc2n1CC(O)c3cccc(Cl)c3Cl	11.8
Nc1nc2ccc(OC3CCOC3)nc2n1CC(O)c4ccc(cc4Cl)C(F)(F)F	2.6
CN1CCN(CC1)c2ccc3nc(N)n(CC(O)c4ccc(cc4Cl)C(F)(F)F)c3n2	23.4
Nc1nc2ccc(cc2n1CC(O)c3ccc(cc3Cl)C(F)(F)F)C(F)(F)F	1
CC(C)(O)c1ccc(cn1)c2nc(oc2Sc3ccc(Cl)cn3)c4ccc(F)cc4	1.6
CCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3F	1
CC(C)C[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3F	1.3
CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3F	1
CCC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3F	0.7
CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3OC	1.5
CCC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3OC	6.5
CCC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3OC	3.4
CC(C)C[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3F	0.7
CC1=CN([C@H]2CCCN(C2)[C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O	3.2
CC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3F	1.1
CC[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3OC	11
C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(N)noc5c(F)c24)C(=O)NC(=O)NC3=O	13
COc1noc2c(F)c3N4C[C@@H](C)O[C@@H](C)[C@@H]4C5(Cc3cc12)C(=O)NC(=O)NC5=O	9
C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(noc5c(F)c24)C(F)F)C(=O)NC(=O)NC3=O	2.8
COCc1noc2c(F)c3N4CC(C)OC(C)C4C5(Cc3cc12)C(=O)NC(=O)NC5=O	9.6
CC1CN2C(C(C)O1)C3(Cc4cc5c(C)noc5c(F)c24)C(=O)NC(=O)NC3=O	6.3
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2	71
CC1CN2C(C(C)O1)C3(Cc4cc5c(noc5c(F)c24)C6CC6)C(=O)NC(=O)NC3=O	5.2
C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(Cl)noc5c(F)c24)C(=O)NC(=O)NC3=O	1
C[C@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(C)noc5c(F)c24)C(=O)NC(=O)NC3=O	5.1
C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(C)noc5c(F)c24)C(=O)NC(=O)NC3=O	9.4
CC1CC(C)C2N(C1)c3c(F)c4onc(C)c4cc3CC25C(=O)NC(=O)NC5=O	1
OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O	74
CC1CN2C(C(C)O1)C3(Cc4cc5c(noc5c(F)c24)C(C)(C)C)C(=O)NC(=O)NC3=O	4.2
C[C@H]1CN2[C@@H]([C@@H](C)O1)C3(Cc4cc5c(C)noc5c(F)c24)C(=O)NC(=O)NC3=O	3.5
C[C@@H]1CN2[C@@H]([C@@H](C)O1)C3(Cc4cc5c(C)noc5c(F)c24)C(=O)NC(=O)NC3=O	8.2
C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(noc5c(F)c24)C(F)(F)F)C(=O)NC(=O)NC3=O	1
CC1CN2C(C(C)O1)C3(Cc4cc5c(C)noc5c(Cl)c24)C(=O)NC(=O)NC3=O	3
COc1ccc(cn1)c2c(CO)n(C)c3ccc(cc23)S(=O)(=O)C	2.6
CNC(=O)Nc1ncc(SCCCOC)cc1Oc2cccnc2C	40
CCN1CCC[C@H]1CNC(=O)C2=CN(C3CCCC3)C(=O)c4c2c5ccccc5n4C	10
CCCc1cc(sc1C)C(=O)N[C@H](Cc2ccc(nc2)c3cccc(OC(F)(F)F)c3)C(=O)N[C@@H]4CCNC4	1
CCOc1cc(ccc1C)C(=O)N[C@H](Cc2ccc(nc2)c3cccc(OC(F)(F)F)c3)C(=O)N[C@@H]4CCNC4	1
CCCc1cc(sc1C)C(=O)N[C@H](Cc2ccc(nc2)c3cccc(OC(F)(F)F)c3)C(=O)NCCN(C)C	1
CCCc1cc(sc1C)C(=O)N[C@H](Cc2ccc(nc2)c3cccc(c3)C(F)(F)F)C(=O)NCCN(C)C	1
[Na+].CC(C)Oc1ccc(cc1Cl)c2onc(n2)c3cccc4c3cnn4CCC(=O)[O-]	1.2
[Na+].CC(C)Oc1ccc(cc1Cl)c2onc(n2)c3ccc4c(cnn4CCC(=O)[O-])c3	1.3
[Na+].[O-]C(=O)c1cnn(Cc2ccc(cc2)c3noc(n3)c4cc(c5ccccc5)c(s4)C(F)(F)F)c1	1
C[C@@]1(N)CC[C@@H](Nc2c(cnn3cccc23)C(=O)N)C1(C)C	52
CC1(C)[C@H](O)CC[C@H]1Nc2c(cnn3cccc23)C(=O)N	17
C[C@@]1(CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N)C#N	27
C[C@]1(N)CC[C@@H](Nc2c(cnn3cccc23)C(=O)N)C1(C)C	52
CC1(C)[C@@H](N)CC[C@H]1Nc2c(cnn3cccc23)C(=O)N	44
CC1(C)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N	1.9
C[C@@]1(O)CC[C@@H](Nc2c(cnn3cccc23)C(=O)N)C1(C)C	16
C[C@]1(F)CCC[C@H]1Nc2c(cnn3cccc23)C(=O)N	11
N[C@@H](Cc1ccccc1)C(=O)N2CC[C@H]([C@H]2C(=O)N)c3ccccc3	60
NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc2ccccc2	19
O=C1CCCn2nc(COc3ccccc3)cc12	23
Fc1ccc(cc1)C2CCn3nc(COc4ccccc4)cc3C2=O	0.8
CC1(C)CCn2nc(COc3ccccc3)cc2C1=O	10
C(NC1CCCn2nc(COc3ccccc3)cc12)c4ccccc4	0.02
CC(Nc1ccc(F)cc1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)N(C)C	21
C[C@@H](Nc1cc(F)cc(F)c1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)N(C)C	12
CC(Nc1ccc(F)c(F)c1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)N(C)C	14
CC(Nc1cccc(Cl)c1F)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C(=O)NCCN(C)C	3.3
COc1cnc2C=CC(=O)N(C[C@H](N)[C@@H]3CC[C@H](CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1	78
COc1ccc2N=CC(=O)N(C[C@H](N)[C@@H]3CC[C@H](CC3)NCc4ncc5OCC(=O)Nc5n4)c2c1	60
CC1=CC(=O)N(C[C@H](N)[C@@H]2CC[C@H](CC2)NCc3ccc4OCC(=O)Nc4n3)c5cc(F)ccc15	64
COc1cnc2C=CC(=O)N(C[C@@H](N)[C@@H]3CC[C@H](CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1	70
N[C@@H](CN1C(=O)C=Nc2ccc(F)cc12)[C@@H]3CC[C@H](CC3)NCc4ccc5OCC(=O)Nc5n4	70
COc1cc2N(C[C@H](N)[C@@H]3CC[C@H](CC3)NCc4ncc5OCC(=O)Nc5n4)C(=O)C=Nc2cc1F	56
COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1	26
CC1=CC(=O)N(C[C@H](N)[C@@H]2CC[C@H](CC2)NCc3ncc4OCC(=O)Nc4n3)c5cc(F)ccc15	66
COc1ccc2C=CC(=O)N(C[C@H](N)[C@@H]3CC[C@H](CC3)NCc4ncc5OCC(=O)Nc5n4)c2c1	71
N[C@@H](CN1C(=O)C=Nc2ccc(F)cc12)[C@@H]3CC[C@H](CC3)NCc4ncc5OCC(=O)Nc5n4	73
COc1ccc2N=CC(=O)N(C[C@H](N)[C@@H]3CC[C@H](CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1	70
COc1ccc2N=CC(=O)N(CC(N)C3(F)CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1	68
O[C@H]1CCCC[C@@H]1N2Cc3c(cc(CN4CCC(CC4)(C#N)c5ccccn5)c6ccccc36)C2=O	8
CC(C)Nc1cc(NC(=O)c2c(F)cccc2F)cc(c1)C(F)(F)F	1
CCCNc1cc(NC(=O)c2c(F)cccc2F)cc(c1)C(F)(F)F	1
CCCNc1cc(NC(=O)c2ccccc2)cc(c1)C(F)(F)F	1
CCNc1cc(NC(=O)c2c(F)cccc2F)cc(c1)C(F)(F)F	1
Cc1[nH]c(C(=O)N[C@@H]2CCN(CC23OCC(=C)CO3)c4ncc(s4)C(=O)O)c(Cl)c1Cl	0.6
COCC(COC)NC(=O)c1nc(sc1C(=O)O)N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](C2)OC	2.1
Cc1[nH]c(C(=O)N[C@@H]2CCN(CC23OCCO3)c4ncc(s4)C(=O)O)c(Cl)c1Cl	7.5
Cc1[nH]c(C(=O)N[C@@H]2CCN(CC23OCC(C)(C)CO3)c4ncc(s4)C(=O)O)c(Cl)c1Cl	2
Cc1[nH]c(C(=O)N[C@@H]2CCN(C[C@@H]2OCC#C)c3ncc(s3)C(=O)O)c(Cl)c1Cl	3
CNC(=O)c1nc(sc1C(=O)O)N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](C2)OC	2
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C)c(s3)C(=O)O	1.8
COCn1ccnc1c2nc(sc2C(=O)O)N3CC[C@@H](NC(=O)c4[nH]c(C)c(Cl)c4Cl)[C@H](C3)OC	7.1
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)NCC4(C)OCCO4)c(s3)C(=O)O	3.2
COCC(COC)(COC)NC(=O)c1nc(sc1C(=O)O)N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](C2)OC	4.7
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)NCC4OCCO4)c(s3)C(=O)O	2.8
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4cncnc4)c(s3)C(=O)O	1.1
CO[C@@H]1CO[C@@]2(CN(CC[C@H]2NC(=O)c3[nH]c(C)c(Cl)c3Cl)c4ncc(s4)C(=O)O)OC1	5.3
CS[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3ncc(s3)C(=O)O	1.5
CO[C@@H]1CO[C@]2(CN(CC[C@H]2NC(=O)c3[nH]c(C)c(Cl)c3Cl)c4ncc(s4)C(=O)O)OC1	5.3
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c(s3)C(=O)O)c4ncnn4C	3.2
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c(s3)C(=O)O)c4nccn4C	1.1
CCO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3ncc(s3)C(=O)O	3.1
C[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3ncc(s3)C(=O)O	2.3
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(CN4CCOCC4)c(s3)C(=O)O	5.7
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)O)c(s3)C(=O)N	0.5
Cc1[nH]c(C(=O)N[C@@H]2CCN(C[C@@H]2S(=O)(=O)C)c3ncc(s3)C(=O)O)c(Cl)c1Cl	13
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4csc(N)n4)c(s3)C(=O)O	1
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4cn(C)cn4)c(s3)C(=O)O	1.9
COCc1nc(sc1C(=O)O)N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@H](C2)OC	3.4
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)N)c(s3)C(=O)O	4.3
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)NC4COC(C)(C)OC4)c(s3)C(=O)O	3.6
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4cnccn4)c(s3)C(=O)O	3.9
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4ccccn4)c(s3)C(=O)O	0.3
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(C(=O)NN4CCOCC4)c(s3)C(=O)O	7.1
CO[C@H]1CN(CC[C@H]1NC(=O)c2[nH]c(C)c(Cl)c2Cl)c3nc(c4ncc[nH]4)c(s3)C(=O)O	1
