smiles	fraction_unbound
O=C(Nc1cccc(c1)c2nc3ccccc3[nH]2)c4ccc5OCCOc5c4	1
CN1CC[C@H](C[C@@H]1c2nc3ccccc3[nH]2)NC(=O)Nc4ccc(cc4)C#N	9.1
CN(C(=O)CSc1ccc(nn1)c2ccccc2)c3nc(C)cs3	2
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]c(C)n4	3.2
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4[nH]cnc4C	6.3
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cccnc4	1
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc([nH]4)C(F)(F)F	1.2
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cn(C)c(C)n4	5.6
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ccncc4	1.8
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c(C)nn(C)c4C	1.8
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(CN5CCOCC5)s4	3.3
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cn(C)cn4	9.5
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ccc(N)nn4	5.2
CN(C)c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2	1
CC(C)Oc1ccc(cc1)C(=O)Nc2cc(NC(=O)c3cccc(c3)N(C)C)ccc2C	1
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccs4	1
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ccccn4	1.1
Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4	3.6
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccn4C	5.1
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]cn4	5.1
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cc(n[nH]4)C(F)(F)F	1
Cc1ccc(NC(=O)c2cc(F)cc(c2)N3CCCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4	1
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nc5ccccc5[nH]4	1
Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5cscn5)cc4	2
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc[nH]4	5.6
Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4ncc(C)n4C	2.2
CCc1c(CCCC(=O)O)cccc1c2cnc(nc2)c3ccc(OC(C)C)c(c3)C#N	0.19
CCc1c(CN(C)CC(=O)O)cccc1c2nsc(n2)c3ccc(OC(C)C)c(c3)C(F)(F)F	0.49
CCc1c(CCN2CCC(CC2)C(=O)O)cccc1c3nsc(n3)c4ccc(OC(C)C)c(c4)C(F)(F)F	0.17
CCc1c(CN2CC(C2)C(=O)O)cccc1c3nsc(n3)c4ccc(OC(C)C)c(c4)C(F)(F)F	0.26
CCc1c(CCCC(=O)O)cccc1c2nsc(n2)c3ccc(OC(C)C)c(c3)C#N	0.21
CCc1c(CN2CC(C2)C(=O)O)cccc1c3nsc(n3)c4ccc(CC(C)C)c(c4)C#N	1.28
CCc1c(CCCC(=O)O)cncc1c2nsc(n2)c3ccc(OC(C)C)c(Cl)c3	0.19
CCc1c(CCCC(=O)O)cccc1c2nsc(n2)c3ccc(N4CCCCC4)c(c3)C(F)(F)F	0.001
CCc1c(CCCC(=O)O)cccc1c2nsc(n2)c3ccc(OC(C)C)c(Cl)c3	0.15
CCc1c(CCCC(=O)O)cncc1c2nsc(n2)c3ccc(OC(C)C)c(c3)C(F)(F)F	0.12
CCc1c(CCCC(=O)O)cccc1c2nnc(s2)c3ccc(OC(C)C)c(c3)C#N	0.51
CCc1c(CCN2CC(C2)C(=O)O)cccc1c3nsc(n3)c4ccc(OC(C)C)c(c4)C(F)(F)F	0.25
CCc1c(CN2CC(C2)C(=O)O)cccc1c3nsc(n3)c4ccc(OC(C)C)c(Cl)c4	0.96
CCc1c(CCN2CC(C2)C(=O)O)cccc1c3nsc(n3)c4ccc(OC(C)C)c(Cl)c4	0.67
CCc1c(CCCC(=O)O)cncc1c2nsc(n2)c3ccc(CC(C)C)c(c3)C#N	0.14
CCc1c(CCCC(=O)O)cccc1c2nsc(n2)c3cnc(OC(C)C)c(c3)C(F)(F)F	0.031
CCc1c(CCN2CCC(CC2)C(=O)O)cccc1c3nsc(n3)c4ccc(CC(C)C)c(c4)C#N	0.64
CCc1c(CCN2CC(C2)C(=O)O)cccc1c3nsc(n3)c4ccc(CC(C)C)c(c4)C#N	0.71
CCc1c(CCN2CCCCC2)cccc1c3nsc(n3)c4ccc(CC(C)C)c(c4)C#N	0.017
CCc1c(CCCC(=O)O)nccc1c2nsc(n2)c3ccc(CC(C)C)c(c3)C#N	0.19
CCc1c(CCN2CCC(CC2)C(=O)O)cccc1c3nsc(n3)c4ccc(OC(C)C)c(Cl)c4	0.45
CCc1c(CCCC(=O)O)cccc1c2nsc(n2)c3ccc(OC(C)C)c(c3)C(F)(F)F	0.014
CCc1c(CN(C)C(C)(C)C(=O)O)cccc1c2nsc(n2)c3ccc(OC(C)C)c(c3)C(F)(F)F	0.004
CCc1c(CCN2CC(O)C2)cccc1c3nsc(n3)c4ccc(CC(C)C)c(c4)C#N	0.091
CCc1c(CCCC(=O)O)cccc1c2nsc(n2)c3ccc(CC(C)C)c(c3)C#N	0.03
CCc1c(CCCC(=O)O)cccc1c2cnc(s2)c3ccc(OC(C)C)c(c3)C#N	0.1
CCc1c(CCN(C)CC(=O)O)cccc1c2nsc(n2)c3ccc(OC(C)C)c(c3)C(F)(F)F	0.21
CCc1c(CCNCC(=O)O)cccc1c2nsc(n2)c3ccc(OC(C)C)c(c3)C(F)(F)F	0.13
COc1ccc(C)c2sc(NC(=O)c3ccncc3)nc12	1
O=C(C1CN(C1)S(=O)(=O)c2cccc3cnccc23)N4CC5CN(CC5C4)c6ccncc6	0.9
CC(=O)Nc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1	1
CC(=O)Nc1ccc2ccn(c3cc(NCCN4CCOCC4)n5ncc(C#N)c5n3)c2c1	11
OCc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1	1.9
CC(=O)Nc1ccc2ccn(c3cc(NC4COC4)n5ncc(C#N)c5n3)c2c1	12.4
CS(=O)(=O)Cc1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1	1.8
CN(C)CCCNc1cc(nc2c(cnn12)C#N)n3ccc4ccc(NC(=O)C)cc34	10
CC(=O)Nc1ccc2ccn(c3cc(NCCN4CCCC4)n5ncc(C#N)c5n3)c2c1	5.6
CN(C(=O)C)c1ccc2ccn(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1	2.5
CC(=O)Nc1ccc2ccn(c3cc(NCCCCO)n4ncc(C#N)c4n3)c2c1	4.1
CC(=O)Nc1ccc2ccn(c3cc(NCCCN4CCCC4)n5ncc(C#N)c5n3)c2c1	6.7
NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3cccc(F)c3	26
Cl.NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccccc3	32
NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccccc3	7.7
Cc1nc(N)c2nnn(C[C@H]3CN(Cc4nccs4)CCO3)c2n1	46
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5cnccc5s4	35
CS(=O)(=O)c1ccc2nc(sc2c1)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N	42
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ccccc5s4	17
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5CCOCc5s4	49
COc1ccc(cc1)c2csc(NC(=O)[C@H]3CCCCN3S(=O)(=O)c4ccc(C)cc4)n2	0.6
CC(C)c1onc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccncc4C#N)cn3	1.3
C=CC(=O)Nc1cccc(c1)S(=O)(=O)N2CCN(CC2)C(=O)OCc3ccccc3	2
C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)C34CC5CC(CC(C5)C3)C4	2
C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)C3CC3	11
C=CC(=O)Nc1ccc(cn1)S(=O)(=O)N2CCN(CC2)C(=O)C3CC3	96
C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)C3CCCC3	7
C=CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCNCC2	4
C[C@@H](C(=O)O)c1ccc([C@H](N2CCC(C)CC2)c3ccc(F)cc3)c(c1)c4ccc(cc4)C(F)(F)F	0.1
ClC[C@@H]1CN(C(=O)c2cc3cc(NC(=O)c4cc5ccccc5[nH]4)ccc3[nH]2)c6cc7OC(=O)Nc8cccc(c16)c78	5
C[C@@H](NC(=O)c1ccc(OCc2cccc(F)c2)nc1)C(C)(C)C	99
CCCSc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@@H](CC(=O)O)C3	0.8
C[C@@H](NC(=O)Cc1ccc(cc1)c2nccnc2C)c3ccc(OCC(F)(F)F)cn3	3.2
C[C@H](Nc1ccc2ncn(c3cc(C)[nH]n3)c2n1)c4ncc(F)cn4	39
CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23	8.1
CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1	5.8
CCOc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1	11
CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](C)c4ccc(F)cn4)nc23	6
CC(C)Oc1cc(n[nH]1)n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc23	31
C[C@H](Nc1ccc2ncn(c3cc([nH]n3)C4CC4)c2n1)c5ncc(F)cn5	16
COc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1	15
C1CCN(CC1)[C@@H]([C@H](N2CCCCC2)c3ccccc3)c4ccccc4	6.5
C1CCN(C1)[C@H]([C@@H](N2CCCC2)c3ccccc3)c4ccccc4	17
C1CCN(C1)[C@@H]([C@H](N2CCCC2)c3ccccc3)c4ccccc4	17
C1CCN(CC1)[C@H]([C@@H](N2CCCCC2)c3ccccc3)c4ccccc4	9.9
O[C@@]12CC3CC(C1)[C@H](NC(=O)c4cnc(nc4C5CC5)N6CCOCC6)C(C3)C2	38
C[C@H](CCNC(=O)c1c(C)cc(Cl)nc1C)N2CCC(CC2)N(Cc3ccsc3)C(=O)NCc4ccc(cc4)C(=O)O	58
C[C@H](CCNC(=O)c1c(C)cc(Cl)nc1C)N2CCC(CC2)N(Cc3ccsc3)C(=O)CC#N	54
C[C@H](CCNC(=O)c1c(C)cc(Cl)nc1C)N2CCC(CC2)N(Cc3ccsc3)C(=O)NO	40
CONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(nc3C)C(=O)NC(C)C	42
CONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)[n+]([O-])c3Cl	31
COCCONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C	43
C[C@H](CCNC(=O)c1c(C)cc(nc1C)C#N)N2CCC(CC2)N(Cc3ccsc3)C(=O)CC4CCOCC4	85
CNC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C	46
C[C@H](CCNC(=O)c1c(C)cc(Cl)nc1C)N2CCC(CC2)N(Cc3ccsc3)C(=O)CC4CCOCC4	80
COCC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C	63
C[C@H](CCNC(=O)c1c(C)cc(Cl)nc1C)N2CCC(CC2)N(Cc3ccsc3)C(=O)CN4CCOC4=O	44
COc1ccc(cc1)N(Cc2ccsc2)C3CCN(CC3)[C@H](C)CCNC(=O)c4c(C)ncnc4C	91
CONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(nc3Cl)C#N	75
C[C@H](CCNC(=O)c1c(C)cc(Cl)nc1C)N2CCC(CC2)N(Cc3ccsc3)C(=O)Nc4cccnc4	46
COc1ccc(cc1)N(Cc2cnccc2C)C3CCN(CC3)[C@H](C)CCNC(=O)c4c(C)ncnc4C	83
CONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3Cl	53
C[C@H](CCNC(=O)c1c(C)cc(Cl)nc1C)N2CCC(CC2)N(Cc3ccsc3)C(=O)C	55
CONC(=O)N(Cc1ccsc1)C2CCN(CC2)[C@H](C)CCNC(=O)c3c(C)cc(Cl)nc3C	42
COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1	18
CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4	54
COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1	4
CO[C@@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4	18
COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4cc5OCCOc5cn4)[C@@H](O)C3)c2c1	14
F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4	20
CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4	28
CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4	13
CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@H]1NCc4cc5OCCOc5cn4	33
O[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4	24
O=C1C=Cc2ccc(cc2N1CCN3CCC(CC3)NCc4cc5OCCOc5cn4)C#N	28
O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4ccc5OCC(=O)Nc5n4	21
COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](O)C3)c2c1	5
F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4	9
COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4ccc5OCC(=O)Nc5n4)[C@H](O)C3)c2c1	14
F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4cc5OCCOc5cn4	20
COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1	19
CO[C@H]1CN(CCN2C(=O)C=Nc3ccc(OC)cc23)CC[C@@H]1NCc4cc5OCCOc5cn4	11
CO[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4	50
COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1	26
COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@@H](F)C3)c2c1	9
O[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4	18
COc1ccc2N=CC(=O)N(CCN3CC[C@@H](NCc4ccc5OCC(=O)Nc5n4)[C@@H](F)C3)c2c1	25
CO[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4	27
F[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4	25
O[C@@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@@H]1NCc4cc5OCCOc5cn4	19
OCCNS(=O)(=O)c1ccc(cc1)c2ccnc3[nH]c(cc23)C4CC4	7
COc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N	17
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3	33
Fc1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N	14
Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N	50
COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N	50
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(c4)c(C)nn5C	25
COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N	46
COc1cc(ccc1C2CC2)N3CCN([C@H](C)C3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N	8.1
COc1ccc(cc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N	39
COc1ccc(cc1OC)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N	45
CS(=O)(=O)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N	50
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ccccc4	28
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)noc5c4	20
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccc(cc3)C#N	53
O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccccc3	50
Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N	39
COc1ccc(nc1OC)N2CCN([C@H](C)C2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N	24
CS(=O)(=O)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N	50
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nnc(C)c5c4	49
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(C)nn(C)c5c4	28
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C=C1C(C)(C)C	1
CCCCCN1C=C(C(=O)NC23CC4CC(CC(C4)C2)C3)C(=O)C(=C1C)c5ccncc5	7
C[C@@H](N1CC(C1)Oc2ccccc2)C3=Nc4c(cnn4C5CCOCC5)C(=O)N3	23
COc1cc2c(Nc3cccc4cccnc34)c(cnc2cc1c5c(C)onc5C)C(=O)N	4
COc1cc2c3N([C@H](C)c4ccccn4)C(=O)Nc3cnc2cc1c5c(C)onc5C	5
COc1nc(Nc2cccc3c2nc(c4ccc(F)cc4)n3C)ccc1n5cnc(C)c5	0.13
Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@H](CC(=O)O)CC4)c2	1.3
NC(=O)c1cncc(n1)c2ccc(cc2)[C@@H]3CC[C@@H](CCO)CC3	2.8
Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3)C(=O)N	5.7
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](Cc4nnn[nH]4)CC3	0.9
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)C34CCC(CC3)(CC4)C(=O)O	0.6
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)N)CC3	13
NC(=O)c1cncc(n1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3	3.5
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3	4.7
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CCO)CC3	3
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)NS(=O)(=O)C)CC3	11
Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)NC(C)(C)C(=O)O)CC3	7.8
CC(C)(C)c1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4	1.4
N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N3C(=O)Nc4ncccc34)c5ncccc15)c6cccc(F)c6F	6.9
O[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N3C(=O)Nc4ncccc34)c5ncccc15)c6cccc(F)c6F	4.1
O[C@@]12CC3CC(C1)[C@H](NC(=O)c4cnc(NC5CCOCC5)nc4C6CCC6)C(C3)C2	52
O[C@@]12CC3CC(C1)[C@H](NC(=O)c4cnc(N[C@H]5CCOC5)nc4C6CCCC6)C(C3)C2	38
CS(=O)(=O)c1ccc(F)cc1C(=O)N2CCC(CC2)N(C3CC3)S(=O)(=O)c4cccc(c4)C(F)(F)F	1.4
[11CH3]NC(=O)[C@H](CN1CCC2(CC1)OCCc3cc(F)sc23)Cc4ccccc4F	11
O=C(NC1CCOCC1)C2=CC(=C3C=CC=CN3C2=O)CN4CCC(CC4)(C#N)c5ccccn5	49
COc1c(F)cccc1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3C(F)(F)F	1
COc1c(F)cccc1C2CCN(CC2)c3ccn4c(CC(F)(F)F)nnc4c3C#N	4.7
COc1cc(F)cc(F)c1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3Cl	1
COc1ccc(F)cc1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3Cl	1
COc1ccc(F)c(F)c1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3Cl	1
COc1c(F)ccc(F)c1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3C(F)(F)F	1
COc1c(F)ccc(F)c1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3Cl	1
COc1c(F)cccc1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3Cl	1
COc1ccccc1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3Cl	1
COc1cccc(F)c1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3Cl	1
COc1ccc(F)cc1C2CCN(CC2)c3ccn4c(CC(F)(F)F)nnc4c3Cl	1
COc1c(F)c(F)ccc1C2CCN(CC2)c3ccn4c(CC5CC5)nnc4c3Cl	1
CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(=O)C)[C@H](C1)NC(=N)N	86
CC1(C)CC(=O)c2c(C1)n(nc2C(F)(F)F)c3ccc(C(=O)N)c(N[C@@H]4CC[C@@H](O)CC4)c3	6.8
CCNC(=O)c1noc(c2cc(C(C)C)c(O)cc2O)c1c3ccc(CN4CCOCC4)cc3	5.1
COc1c(C)cnc(Cn2cc(C#CCC(C)(C)O)c3c(Cl)nc(N)nc23)c1C	3.3
COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C	11.4
COc1ccc(cc1)C#Cc2ccc(cc2)C(=O)N3CCC[C@@H](CO)C3	2
Cc1c(CC2=NN(Cc3ccc(F)cc3F)C(=O)C=C2)c4cc(F)ccc4n1CC(=O)O	2
O=C1C=C(Oc2c1ccc3cc[nH]c23)c4ccc(cc4)N5CCCC5	0.07
Cc1nc2ccc3C(=O)C=C(Oc3c2[nH]1)c4ccc(cc4)N5CCCC5	0.03
CCS(=O)(=O)Nc1cc(F)c(c(F)c1)c2ccc(C#N)n2C	0.3
Cc1nc2sc(C(=O)NCc3ccncc3)c(N)c2c(C)c1Cl	2.6
Cc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl	1.1
NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(NC(=O)CCN4CCN(CC4)CCC(=O)Nc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)cc3)cc1.OC(=O)C(F)(F)F	67
NC(=N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(NC(=O)CN4CCN(CC4)CC(=O)Nc5ccc(C[C@@H](NS(=O)(=O)Cc6ccccc6)C(=O)N2)cc5)cc3)cc1.OC(=O)C(F)(F)F	61
CC(C)Nc1nc2c(C(=O)N(C)C)c(Cl)c(Cl)cc2n1C3CCN(CC3)c4ccc(cc4)C(C)(C)C#N	4.4
C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)C#N	6.6
C[C@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(C)(C)O	11.6
CC(C)(C)[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CC(C4)C#N	3.4
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4	22
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCO)c4ccc(Cl)cc4	22.3
Fc1cccc(c1)N2CNC(=O)C23CCN(CCNC(=O)c4ccc(F)c(F)c4)CC3	3
C[C@@H](CN1CCC2(CC1)N(CNC2=O)c3cccc(C)c3)NC(=O)c4ccc(Br)cc4	1
CCC1(CC)C[C@H](N2C(=O)C(=NC(=C12)Cl)NC3CCC3)C(=O)NCc4ccc(cc4)C(=N)N	6.8
CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC2CCCC2)C(=O)Nc3cnc(cn3)[C@H](O)CO	10
COCCC(=O)N[C@@H](C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1	1
C[C@@H](NC(=O)C)c1ccc(Nc2ncc3cc(cc(Cl)c3n2)c4ccncc4)cc1	1
CC(NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1	5
C[C@@H](NC(=O)[C@H]1CCCCN1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	5.1
C[C@@H](NC1=CC(=O)CNC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	3.6
C[C@@H](NC(=O)C1CCNCC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2	3.4
